,Car Make,Car Model,Location,Steering wheel,Fuel,Condition,Transmission,Drive,Type,Paint-color,Cylinders,Mileage (km),Year,Used Car Price(KIP),Car Make_E,Car Model_E,Location_E,Fuel_E,Condition_E,Transmission_E,Drive_E,Paint-color_E,Type_E,Steering wheel_E
131,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,VERY GOOD,automatic,FWD,suv,white,6,38000,2020,2484000000,5,21,3,1,3,1,4,11,9,0
132,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,white,8,60000,2014,1725000000,5,21,3,1,2,1,4,11,9,0
133,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,Crash,automatic,FWD,suv,white,8,83000,2013,1426000000,5,21,3,1,1,1,4,11,9,0
134,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,white,8,70000,2015,1725000000,5,21,3,1,2,1,4,11,9,0
135,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,Crash,automatic,FWD,suv,white,8,84000,2017,2173500000,5,21,3,1,1,1,4,11,9,0
136,TOYOTA ,LAND_CRUISER ,VTE,LEFT,diesel,Crash,automatic,FWD,suv,white,8,67000,2018,2530000000,5,21,3,1,1,1,4,11,9,0
137,TOYOTA ,PRADO  ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,white,6,61000,2017,1598500000,5,22,3,1,2,1,4,11,9,0
138,TOYOTA ,PRADO  ,VTE,LEFT,diesel,VERY GOOD,automatic,FWD,suv,white,6,32000,2020,1752600000,5,22,3,1,3,1,4,11,9,0
139,TOYOTA ,PRADO  ,VTE,LEFT,diesel,Crash,automatic,FWD,suv,Black,6,85000,2012,1752600000,5,22,3,1,1,1,4,0,9,0
140,TOYOTA ,PRADO  ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,silver,6,69000,2013,1081000000,5,22,3,1,2,1,4,10,9,0
141,TOYOTA ,PRADO  ,VTE,LEFT,diesel,GOOD,Manual,FWD,suv,Black,6,70000,2015,1127000000,5,22,3,1,2,0,4,0,9,0
142,TOYOTA ,PRADO  ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,Black,6,77000,2013,1104000000,5,22,3,1,2,1,4,0,9,0
143,TOYOTA ,PRADO  ,VTE,LEFT,diesel,Crash,automatic,FWD,suv,Black,6,65000,2012,1104000000,5,22,3,1,1,1,4,0,9,0
144,TOYOTA ,PRADO  ,VTE,LEFT,diesel,Crash,automatic,FWD,suv,white,6,55000,2015,1334000000,5,22,3,1,1,1,4,11,9,0
145,TOYOTA ,PRADO  ,VTE,LEFT,diesel,GOOD,automatic,FWD,suv,white,6,56000,2013,1265000000,5,22,3,1,2,1,4,11,9,0
146,TOYOTA ,PRADO  ,VTE,LEFT,diesel,Crash,Manual,FWD,suv,white,6,68000,2012,954500000,5,22,3,1,1,0,4,11,9,0
147,TOYOTA ,PRADO  ,VTE,LEFT,diesel,Crash,automatic,FWD,No Type,white,6,85000,2012,1076400000,5,22,3,1,1,1,4,11,1,0
148,TOYOTA ,REVO ,VTE,LEFT,diesel,GOOD,Manual,2x4,SUV's,white,4,36000,2019,685400000,5,24,3,1,2,0,0,11,4,0
149,TOYOTA ,REVO ,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,58000,2015,655500000,5,24,3,1,1,0,0,11,4,0
150,TOYOTA ,REVO ,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,22000,2020,667000000,5,24,3,1,1,0,0,10,4,0
151,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,white,4,90000,2017,793500000,5,25,3,1,1,0,3,11,4,0
152,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,silver,4,50000,2019,885500000,5,25,3,1,2,0,3,10,4,0
153,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,silver,4,54000,2016,839500000,5,25,3,1,2,0,3,10,4,0
154,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,silver,4,93000,2015,828000000,5,25,3,1,2,0,3,10,4,0
155,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,Orange,4,68000,2017,816500000,5,25,3,1,2,0,3,5,4,0
156,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,silver,4,97000,2015,770500000,5,25,3,1,1,0,3,10,4,0
157,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,silver,4,70000,2017,816500000,5,25,3,1,1,0,3,10,4,0
158,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,white,4,70000,2016,816500000,5,25,3,1,1,0,3,11,4,0
159,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,white,4,48000,2017,754400000,5,25,3,1,2,0,3,11,4,0
160,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,silver,4,107000,2017,816500000,5,25,3,1,2,0,3,10,4,0
161,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,VERY GOOD,Manual,4x4,SUV's,white,4,53000,2020,897000000,5,25,3,1,3,0,3,11,4,0
162,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,white,4,75000,2015,823400000,5,25,3,1,2,0,3,11,4,0
163,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,white,4,48000,2016,816500000,5,25,3,1,2,0,3,11,4,0
164,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,silver,4,57000,2019,885500000,5,25,3,1,2,0,3,10,4,0
165,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,white,4,62000,2015,823400000,5,25,3,1,2,0,3,11,4,0
166,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,silver,4,85000,2017,770500000,5,25,3,1,1,0,3,10,4,0
167,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,white,4,70000,2018,724500000,5,25,3,1,1,0,3,11,4,0
168,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,white,4,1226,2019,908500000,5,25,3,1,2,0,3,11,4,0
169,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,white,4,52000,2015,816500000,5,25,3,1,1,0,3,11,4,0
170,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,Black,4,40000,2021,977500000,5,28,3,1,1,0,0,0,4,0
171,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,Blue,4,80000,2016,678500000,5,28,3,1,1,0,0,1,4,0
172,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,GOOD,Manual,2x4,SUV's,white,4,68000,2018,828000000,5,28,3,1,2,0,0,11,4,0
173,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,Black,4,50000,2017,701500000,5,28,3,1,1,0,0,0,4,0
174,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,GOOD,Manual,2x4,SUV's,silver,4,50000,2018,805000000,5,28,3,1,2,0,0,10,4,0
175,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,GOOD,Manual,2x4,SUV's,Orange,4,80000,2017,770500000,5,28,3,1,2,0,0,5,4,0
176,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,GOOD,Manual,2x4,SUV's,white,4,24300,2021,862500000,5,28,3,1,2,0,0,11,4,0
177,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,31000,2019,811900000,5,28,3,1,1,0,0,11,4,0
178,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,35000,2018,851000000,5,28,3,1,1,0,0,10,4,0
179,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,VERY GOOD,Manual,2x4,SUV's,white,4,18000,2022,857900000,5,28,3,1,3,0,0,11,4,0
180,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,GOOD,Manual,2x4,SUV's,white,4,52000,2016,731400000,5,28,3,1,2,0,0,11,4,0
181,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,50000,2018,747500000,5,28,3,1,1,0,0,11,4,0
182,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,36000,2021,862500000,5,28,3,1,1,0,0,10,4,0
183,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,VERY GOOD,automatic,2x4,SUV's,white,4,40000,2020,825700000,5,28,3,1,3,1,0,11,4,0
184,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,GOOD,automatic,2x4,SUV's,white,4,50000,2019,823400000,5,28,3,1,2,1,0,11,4,0
185,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,VERY GOOD,automatic,2x4,SUV's,white,4,31000,2020,880900000,5,28,3,1,3,1,0,11,4,0
186,TOYOTA ,REVO_prerunner,VTE,LEFT,diesel,VERY GOOD,automatic,2x4,SUV's,silver,4,25000,2021,874000000,5,28,3,1,3,1,0,10,4,0
187,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,automatic,4x4,SUV's,white,4,95000,2016,793500000,5,25,3,1,1,1,3,11,4,0
188,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,automatic,4x4,SUV's,white,4,65000,2019,885500000,5,25,3,1,1,1,3,11,4,0
189,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,automatic,4x4,SUV's,white,4,132000,2016,805000000,5,25,3,1,2,1,3,11,4,0
190,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,automatic,4x4,SUV's,white,4,48000,2017,851000000,5,25,3,1,2,1,3,11,4,0
191,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,VERY GOOD,automatic,4x4,SUV's,white,4,43000,2021,1069500000,5,25,3,1,3,1,3,11,4,0
192,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,VERY GOOD,automatic,4x4,SUV's,white,4,32000,2020,1069500000,5,25,3,1,3,1,3,11,4,0
193,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,GOOD,automatic,4x4,SUV's,white,4,74000,2017,782000000,5,25,3,1,2,1,3,11,4,0
194,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,automatic,4x4,SUV's,white,4,53000,2016,816500000,5,25,3,1,1,1,3,11,4,0
195,TOYOTA ,REVO_4x4,VTE,LEFT,diesel,Crash,automatic,4x4,SUV's,Black,4,75000,2015,839500000,5,25,3,1,1,1,3,0,4,0
196,TOYOTA ,REVO_SMART_CAB ,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,75000,2015,501400000,5,27,3,1,1,0,0,10,4,0
197,TOYOTA ,REVO_SMART_CAB ,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,Black,4,75000,2017,570400000,5,27,3,1,1,0,3,0,4,0
198,TOYOTA ,REVO_SMART_CAB ,VTE,LEFT,diesel,Crash,automatic,4x4,SUV's,Gray,4,67000,2017,570400000,5,27,3,1,1,1,3,3,4,0
199,TOYOTA ,RUSH ,VTE,LEFT,benzine,Crash,automatic,rwd,SUV,Black,4,29000,2019,586500000,5,29,3,0,1,1,5,0,3,0
200,TOYOTA ,SIENNA ,VTE,LEFT,benzine,Crash,automatic,rwd,hatchback,Black,4,90000,2014,437000000,5,32,3,0,1,1,5,0,7,0
201,TOYOTA ,SIENNA ,VTE,LEFT,benzine,GOOD,automatic,rwd,hatchback,gold silver,4,52000,2010,529000000,5,32,3,0,2,1,5,9,7,0
202,TOYOTA ,TUNDRA ,VTE,LEFT,benzine,GOOD,automatic,4x4,SUV's,Sugar,8,65000,2010,1354700000,5,37,3,0,2,1,3,8,4,0
203,TOYOTA ,TUNDRA ,VTE,LEFT,benzine,GOOD,automatic,4x4,SUV's,silver,8,66000,2010,770500000,5,37,3,0,2,1,3,10,4,0
204,TOYOTA ,TUNDRA ,VTE,LEFT,benzine,Crash,automatic,4x4,SUV's,Sugar,8,66000,2015,1058000000,5,37,3,0,1,1,3,8,4,0
205,TOYOTA ,VIGO,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,Red,4,120000,2008,356500000,5,39,3,1,1,0,0,7,4,0
206,TOYOTA ,VIGO,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,76000,2008,351900000,5,39,3,1,1,0,0,10,4,0
207,TOYOTA ,VIGO_4x4,CPS,LEFT,diesel,GOOD,Manual,4x4,SUV's,silver,4,150000,2010,455400000,5,40,0,1,2,0,3,10,4,0
208,TOYOTA ,VIGO_prerunner,CPS,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,100000,2013,570400000,5,44,0,1,1,0,0,10,4,0
209,TOYOTA ,VIGO_CHAMP ,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,110000,2013,402500000,5,41,3,1,1,0,0,11,4,0
210,TOYOTA ,VIGO_CHAMP ,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,61000,2013,501400000,5,41,3,1,1,0,0,10,4,0
211,TOYOTA ,VIGO_CHAMP ,VTE,LEFT,diesel,GOOD,Manual,2x4,SUV's,white,4,100000,2014,434700000,5,41,3,1,2,0,0,11,4,0
212,TOYOTA ,VIGO_CHAMP_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,65000,2014,563500000,5,43,3,1,1,0,0,11,4,0
213,TOYOTA ,VIGO_CHAMP_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,100000,2013,570400000,5,43,3,1,1,0,0,11,4,0
214,TOYOTA ,VIGO_CHAMP_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,87000,2015,609500000,5,43,3,1,1,0,0,11,4,0
215,TOYOTA ,VIGO_CHAMP_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,white,4,166187,2011,483000000,5,43,3,1,1,0,0,11,4,0
216,TOYOTA ,VIGO_CHAMP_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,silver,4,90000,2015,586500000,5,43,3,1,1,0,0,10,4,0
217,TOYOTA ,VIGO_CHAMP_prerunner,VTE,LEFT,diesel,Crash,Manual,2x4,SUV's,gold silver,4,72455,2014,565800000,5,43,3,1,1,0,0,9,4,0
218,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,Gray,4,70000,2015,644000000,5,42,3,1,1,0,3,3,4,0
219,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,Crash,automatic,4x4,SUV's,gold silver,4,83000,2014,609500000,5,42,3,1,1,1,3,9,4,0
220,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,Crash,automatic,4x4,SUV's,white,4,120000,2013,586500000,5,42,3,1,1,1,3,11,4,0
221,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,white,4,90000,2015,586500000,5,42,3,1,1,0,3,11,4,0
222,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,Crash,Manual,4x4,SUV's,white,4,90000,2014,639400000,5,42,3,1,1,0,3,11,4,0
223,TOYOTA ,VIGO_CHAMP_4x4,HP,LEFT,diesel,Crash,Manual,4x4,SUV's,silver,4,61055,2013,598000000,5,42,1,1,1,0,3,10,4,0
224,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,silver,4,78000,2014,609500000,5,42,3,1,2,0,3,10,4,0
225,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,white,4,95000,2015,655500000,5,42,3,1,2,0,3,11,4,0
226,TOYOTA ,VIGO_CHAMP_4x4,VTE,LEFT,diesel,GOOD,Manual,4x4,SUV's,white,4,90000,2014,575000000,5,42,3,1,2,0,3,11,4,0
227,TOYOTA ,VIOS ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,Sugar,4,32645,2017,356500000,5,45,3,0,2,1,5,8,8,0
228,TOYOTA ,VIOS ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,Gray,4,59000,2018,379500000,5,45,3,0,2,1,5,3,8,0
229,TOYOTA ,VIOS ,VTE,LEFT,benzine,Crash,Manual,rwd,sedan,Purtle,4,65000,2016,287500000,5,45,3,0,1,0,5,6,8,0
230,TOYOTA ,VIOS ,VTE,LEFT,benzine,VERY GOOD,automatic,rwd,sedan,Blue,4,12000,2020,409400000,5,45,3,0,3,1,5,1,8,0
231,TOYOTA ,VIOS ,VTE,LEFT,benzine,VERY GOOD,Manual,rwd,sedan,Gray,4,8000,2020,386400000,5,45,3,0,3,0,5,3,8,0
232,TOYOTA ,VIOS ,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,white,4,62000,2014,368000000,5,45,3,0,1,1,5,11,8,0
233,TOYOTA ,VIOS ,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,Black,4,20000,2020,391000000,5,45,3,0,1,1,5,0,8,0
234,TOYOTA ,VIOS ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,white,4,65000,2018,386400000,5,45,3,0,2,1,5,11,8,0
235,TOYOTA ,VIOS ,VTE,LEFT,benzine,VERY GOOD,automatic,rwd,sedan,white,4,28000,2021,443900000,5,45,3,0,3,1,5,11,8,0
236,TOYOTA ,VIOS ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,white,4,21000,2019,407100000,5,45,3,0,2,1,5,11,8,0
237,TOYOTA ,VIOS ,VTE,LEFT,benzine,GOOD,Manual,rwd,sedan,white,4,40000,2018,356500000,5,45,3,0,2,0,5,11,8,0
238,TOYOTA ,YARIS ,VTE,LEFT,benzine,Crash,Manual,rwd,sedan,silver,4,97000,2009,207000000,5,46,3,0,1,0,5,10,8,0
239,TOYOTA ,YARIS ,VTE,LEFT,benzine,GOOD,Manual,rwd,hatchback,white,4,44259,2017,342700000,5,46,3,0,2,0,5,11,7,0
240,TOYOTA ,YARIS ,VTE,LEFT,benzine,GOOD,automatic,rwd,hatchback,silver,4,59000,2017,342700000,5,46,3,0,2,1,5,10,7,0
241,TOYOTA ,YARIS ,VTE,LEFT,benzine,Crash,automatic,rwd,hatchback,silver,4,54000,2014,325000000,5,46,3,0,1,1,5,10,7,0
242,TOYOTA ,YARIS ,VTE,LEFT,benzine,GOOD,automatic,rwd,hatchback,white,4,50000,2017,340400000,5,46,3,0,2,1,5,11,7,0
243,HONDA ,CITY ,VTE,LEFT,benzine,VERY GOOD,automatic,rwd,sedan,white,4,25000,2022,437000000,0,2,3,0,3,1,5,11,8,0
244,HONDA ,CITY ,VTE,LEFT,benzine,VERY GOOD,automatic,rwd,sedan,white,4,30000,2022,460000000,0,2,3,0,3,1,5,11,8,0
245,HONDA ,CITY ,VTE,LEFT,benzine,VERY GOOD,automatic,rwd,sedan,Black,4,21000,2022,506000000,0,2,3,0,3,1,5,0,8,0
246,HONDA ,CITY ,VTE,LEFT,benzine,VERY GOOD,automatic,rwd,sedan,Black,4,51000,2020,483000000,0,2,3,0,3,1,5,0,8,0
247,HONDA ,CITY ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,silver,4,80000,2017,356500000,0,2,3,0,2,1,5,10,8,0
248,HONDA ,CIVIC ,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,Gray,4,80000,2018,455400000,0,3,3,0,1,1,5,3,8,0
249,HONDA ,CIVIC ,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,white,4,70000,2017,432400000,0,3,3,0,1,1,5,11,8,0
250,HONDA ,CIVIC ,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,white,4,50000,2018,441600000,0,3,3,0,1,1,5,11,8,0
251,HONDA ,CIVIC ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,white,4,50000,2017,425500000,0,3,3,0,2,1,5,11,8,0
252,HONDA ,CIVIC ,VTE,LEFT,benzine,GOOD,automatic,rwd,sedan,Blue,4,70000,2018,425500000,0,3,3,0,2,1,5,1,8,0
253,Kia,Seltos,VTE,LEFT,diesel,VERY GOOD,automatic,FWD,suv,white,4,50000,2021,506000000,3,35,3,1,3,1,4,11,9,0
254,Kia,Cerato,VTE,LEFT,benzine, GOOD,automatic,rwd,sedan,white,4,70000,2015,241500000,3,8,3,0,0,1,5,11,8,0
255,Kia,Cerato,VTE,LEFT,benzine, GOOD,Manual,rwd,sedan,white,4,60000,2015,243800000,3,8,3,0,0,0,5,11,8,0
256,Kia,Cerato,VTE,LEFT,benzine, GOOD,automatic,rwd,sedan,Black,4,38000,2015,273700000,3,8,3,0,0,1,5,0,8,0
257,Kia,Cerato,VTE,LEFT,benzine, GOOD,Manual,rwd,sedan,white,4,52000,2017,303600000,3,8,3,0,0,0,5,11,8,0
258,Kia,Cerato,VTE,LEFT,benzine,Crash,Manual,rwd,sedan,white,4,84000,2018,294400000,3,8,3,0,1,0,5,11,8,0
259,Kia,Cerato,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,white,4,80000,2014,280600000,3,8,3,0,1,1,5,11,8,0
260,Kia,Cerato,VTE,LEFT,benzine,Crash,automatic,rwd,sedan,silver,4,99000,2017,322000000,3,8,3,0,1,1,5,10,8,0
